chart_id,music_id,title,pronunciation,difficulty,play_level,chart_constant,total_note_count,tap_count,flick_count,slide_count,trace_count,critical_count,weighted_note_count,published_at
811,163,the EmpErroR,じえんぺらー,easy,9,,531,,,,,,,2022-01-09
812,163,the EmpErroR,じえんぺらー,normal,15,,820,,,,,,,2022-01-09
813,163,the EmpErroR,じえんぺらー,hard,23,,894,,,,,,,2022-01-09
814,163,the EmpErroR,じえんぺらー,expert,31,,1223,,,,,,,2022-01-09
815,163,the EmpErroR,じえんぺらー,master,36,,1593,,,,,,,2022-01-09
816,164,Don't Fight The Music,どんとふぁいとざみゅーじっく,easy,9,,520,,,,,,,2022-01-10
817,164,Don't Fight The Music,どんとふぁいとざみゅーじっく,normal,15,,701,,,,,,,2022-01-10
818,164,Don't Fight The Music,どんとふぁいとざみゅーじっく,hard,23,,1175,,,,,,,2022-01-10
819,164,Don't Fight The Music,どんとふぁいとざみゅーじっく,expert,30,,1545,,,,,,,2022-01-10
820,164,Don't Fight The Music,どんとふぁいとざみゅーじっく,master,35,,1888,,,,,,,2022-01-10
821,165,そうだった！！,そうだった,easy,8,,258,,,,,,,2021-08-06
822,165,そうだった！！,そうだった,normal,14,,409,,,,,,,2021-08-06
823,165,そうだった！！,そうだった,hard,19,,794,,,,,,,2021-08-06
824,165,そうだった！！,そうだった,expert,27,,1175,,,,,,,2021-08-06
825,165,そうだった！！,そうだった,master,31,,1297,,,,,,,2021-08-06
826,166,Glory Steady Go!,ぐろーりーすてでぃごー,easy,7,,120,,,,,,,2021-08-20
827,166,Glory Steady Go!,ぐろーりーすてでぃごー,normal,12,,247,,,,,,,2021-08-20
828,166,Glory Steady Go!,ぐろーりーすてでぃごー,hard,18,,484,,,,,,,2021-08-20
829,166,Glory Steady Go!,ぐろーりーすてでぃごー,expert,25,,738,,,,,,,2021-08-20
830,166,Glory Steady Go!,ぐろーりーすてでぃごー,master,30,,875,,,,,,,2021-08-20
831,167,オルターエゴ,おるたーえご,easy,8,,301,,,,,,,2021-11-10
832,167,オルターエゴ,おるたーえご,normal,12,,545,,,,,,,2021-11-10
833,167,オルターエゴ,おるたーえご,hard,17,,787,,,,,,,2021-11-10
834,167,オルターエゴ,おるたーえご,expert,26,,1175,,,,,,,2021-11-10
835,167,オルターエゴ,おるたーえご,master,31,,1557,,,,,,,2021-11-10
836,168,ダーリンダンス,だーりんだんす,easy,7,,190,,,,,,,2022-04-25
837,168,ダーリンダンス,だーりんだんす,normal,12,,332,,,,,,,2022-04-25
838,168,ダーリンダンス,だーりんだんす,hard,17,,572,,,,,,,2022-04-25
839,168,ダーリンダンス,だーりんだんす,expert,25,,824,,,,,,,2022-04-25
840,168,ダーリンダンス,だーりんだんす,master,30,,912,,,,,,,2022-04-25
841,169,少女レイ,しょうじょれい,easy,7,,326,,,,,,,2022-01-02
842,169,少女レイ,しょうじょれい,normal,14,,561,,,,,,,2022-01-02
843,169,少女レイ,しょうじょれい,hard,17,,816,,,,,,,2022-01-02
844,169,少女レイ,しょうじょれい,expert,24,,1168,,,,,,,2022-01-02
845,169,少女レイ,しょうじょれい,master,27,,1400,,,,,,,2022-01-02
4066,169,少女レイ,しょうじょれい,append,27,,1300,,,,,,,2022-01-02
846,170,ヴィラン,ヴぃらん,easy,6,,162,,,,,,,2021-12-31
847,170,ヴィラン,ヴぃらん,normal,13,,341,,,,,,,2021-12-31
848,170,ヴィラン,ヴぃらん,hard,18,,679,,,,,,,2021-12-31
849,170,ヴィラン,ヴぃらん,expert,25,,984,,,,,,,2021-12-31
850,170,ヴィラン,ヴぃらん,master,29,,1154,,,,,,,2021-12-31
851,171,カゲロウデイズ,かげろうでいず,easy,9,,370,,,,,,,2021-08-15
852,171,カゲロウデイズ,かげろうでいず,normal,14,,599,,,,,,,2021-08-15
853,171,カゲロウデイズ,かげろうでいず,hard,19,,871,,,,,,,2021-08-15
854,171,カゲロウデイズ,かげろうでいず,expert,27,,1295,,,,,,,2021-08-15
855,171,カゲロウデイズ,かげろうでいず,master,31,,1404,,,,,,,2021-08-15
4068,171,カゲロウデイズ,かげろうでいず,append,33,,1915,,,,,,,2021-08-15
856,172,Happy Halloween,はっぴーはろうぃん,easy,5,,150,,,,,,,2021-10-30
857,172,Happy Halloween,はっぴーはろうぃん,normal,12,,357,,,,,,,2021-10-30
858,172,Happy Halloween,はっぴーはろうぃん,hard,16,,533,,,,,,,2021-10-30
859,172,Happy Halloween,はっぴーはろうぃん,expert,25,,827,,,,,,,2021-10-30
860,172,Happy Halloween,はっぴーはろうぃん,master,31,,987,,,,,,,2021-10-30
4015,172,Happy Halloween,はっぴーはろうぃん,append,26,,832,,,,,,,2021-10-30
861,173,流星のパルス,りゅうせいのぱるす,easy,8,,231,,,,,,,2021-09-10
862,173,流星のパルス,りゅうせいのぱるす,normal,13,,478,,,,,,,2021-09-10
863,173,流星のパルス,りゅうせいのぱるす,hard,17,,656,,,,,,,2021-09-10
864,173,流星のパルス,りゅうせいのぱるす,expert,25,,958,,,,,,,2021-09-10
865,173,流星のパルス,りゅうせいのぱるす,master,31,,1123,,,,,,,2021-09-10
866,174,いーあるふぁんくらぶ,いーあるふぁんくらぶ,easy,6,,206,,,,,,,2022-03-14
867,174,いーあるふぁんくらぶ,いーあるふぁんくらぶ,normal,12,,323,,,,,,,2022-03-14
868,174,いーあるふぁんくらぶ,いーあるふぁんくらぶ,hard,17,,595,,,,,,,2022-03-14
869,174,いーあるふぁんくらぶ,いーあるふぁんくらぶ,expert,24,,863,,,,,,,2022-03-14
870,174,いーあるふぁんくらぶ,いーあるふぁんくらぶ,master,28,,1002,,,,,,,2022-03-14
4071,174,いーあるふぁんくらぶ,いーあるふぁんくらぶ,append,26,,1015,,,,,,,2022-03-14
871,175,拝啓ドッペルゲンガー,はいけいどっぺるげんがー,easy,9,,355,,,,,,,2021-10-05
872,175,拝啓ドッペルゲンガー,はいけいどっぺるげんがー,normal,13,,681,,,,,,,2021-10-05
873,175,拝啓ドッペルゲンガー,はいけいどっぺるげんがー,hard,19,,917,,,,,,,2021-10-05
874,175,拝啓ドッペルゲンガー,はいけいどっぺるげんがー,expert,28,,1368,,,,,,,2021-10-05
875,175,拝啓ドッペルゲンガー,はいけいどっぺるげんがー,master,32,,1654,,,,,,,2021-10-05
876,176,マシンガンポエムドール,ましんがんぽえむどーる,easy,9,,349,,,,,,,2021-10-03
877,176,マシンガンポエムドール,ましんがんぽえむどーる,normal,14,,626,,,,,,,2021-10-03
878,176,マシンガンポエムドール,ましんがんぽえむどーる,hard,23,,1154,,,,,,,2021-10-03
879,176,マシンガンポエムドール,ましんがんぽえむどーる,expert,31,,1730,,,,,,,2021-10-03
880,176,マシンガンポエムドール,ましんがんぽえむどーる,master,35,,1819,,,,,,,2021-10-03
881,177,右肩の蝶,みぎかたのちょう,easy,6,,171,,,,,,,2021-10-11
882,177,右肩の蝶,みぎかたのちょう,normal,12,,377,,,,,,,2021-10-11
883,177,右肩の蝶,みぎかたのちょう,hard,18,,643,,,,,,,2021-10-11
884,177,右肩の蝶,みぎかたのちょう,expert,25,,1058,,,,,,,2021-10-11
885,177,右肩の蝶,みぎかたのちょう,master,31,,1315,,,,,,,2021-10-11
886,178,にっこり^^調査隊のテーマ,にっこりちょうさたいのてーま,easy,8,,254,,,,,,,2022-01-19
887,178,にっこり^^調査隊のテーマ,にっこりちょうさたいのてーま,normal,12,,414,,,,,,,2022-01-19
888,178,にっこり^^調査隊のテーマ,にっこりちょうさたいのてーま,hard,18,,724,,,,,,,2022-01-19
889,178,にっこり^^調査隊のテーマ,にっこりちょうさたいのてーま,expert,27,,1026,,,,,,,2022-01-19
890,178,にっこり^^調査隊のテーマ,にっこりちょうさたいのてーま,master,31,,1195,,,,,,,2022-01-19
891,179,炉心融解,ろしんゆうかい,easy,7,,288,,,,,,,2021-10-01
892,179,炉心融解,ろしんゆうかい,normal,12,,483,,,,,,,2021-10-01
893,179,炉心融解,ろしんゆうかい,hard,17,,665,,,,,,,2021-10-01
894,179,炉心融解,ろしんゆうかい,expert,24,,998,,,,,,,2021-10-01
895,179,炉心融解,ろしんゆうかい,master,27,,1167,,,,,,,2021-10-01
896,180,ミライ,みらい,easy,6,,184,,,,,,,2021-12-29
897,180,ミライ,みらい,normal,12,,419,,,,,,,2021-12-29
898,180,ミライ,みらい,hard,18,,662,,,,,,,2021-12-29
899,180,ミライ,みらい,expert,24,,1017,,,,,,,2021-12-29
900,180,ミライ,みらい,master,28,,1281,,,,,,,2021-12-29
901,181,愛して愛して愛して,あいしてあいしてあいして,easy,5,,205,,,,,,,2022-02-07
902,181,愛して愛して愛して,あいしてあいしてあいして,normal,12,,377,,,,,,,2022-02-07
903,181,愛して愛して愛して,あいしてあいしてあいして,hard,16,,509,,,,,,,2022-02-07
904,181,愛して愛して愛して,あいしてあいしてあいして,expert,25,,928,,,,,,,2022-02-07
905,181,愛して愛して愛して,あいしてあいしてあいして,master,28,,1173,,,,,,,2022-02-07
906,182,Flyer!,ふらいやー,easy,9,,261,,,,,,,2022-02-16
907,182,Flyer!,ふらいやー,normal,12,,408,,,,,,,2022-02-16
908,182,Flyer!,ふらいやー,hard,18,,598,,,,,,,2022-02-16
909,182,Flyer!,ふらいやー,expert,24,,861,,,,,,,2022-02-16
910,182,Flyer!,ふらいやー,master,29,,1083,,,,,,,2022-02-16
4074,182,Flyer!,ふらいやー,append,30,,1189,,,,,,,2022-02-16
911,183,フィクサー,ふぃくさー,easy,6,,179,,,,,,,2021-12-28
912,183,フィクサー,ふぃくさー,normal,12,,314,,,,,,,2021-12-28
913,183,フィクサー,ふぃくさー,hard,19,,621,,,,,,,2021-12-28
914,183,フィクサー,ふぃくさー,expert,26,,948,,,,,,,2021-12-28
915,183,フィクサー,ふぃくさー,master,32,,1118,,,,,,,2021-12-28
916,184,"Hello,world!",はろーわーるど,easy,9,,201,,,,,,,2021-10-13
917,184,"Hello,world!",はろーわーるど,normal,13,,382,,,,,,,2021-10-13
918,184,"Hello,world!",はろーわーるど,hard,17,,572,,,,,,,2021-10-13
919,184,"Hello,world!",はろーわーるど,expert,25,,900,,,,,,,2021-10-13
920,184,"Hello,world!",はろーわーるど,master,29,,949,,,,,,,2021-10-13
921,185,しっくおぶはうす！,しっくおぶはうす,easy,7,,262,,,,,,,2021-10-22
922,185,しっくおぶはうす！,しっくおぶはうす,normal,13,,509,,,,,,,2021-10-22
923,185,しっくおぶはうす！,しっくおぶはうす,hard,17,,790,,,,,,,2021-10-22
924,185,しっくおぶはうす！,しっくおぶはうす,expert,26,,1107,,,,,,,2021-10-22
925,185,しっくおぶはうす！,しっくおぶはうす,master,30,,1313,,,,,,,2021-10-22
926,186,初音天地開闢神話,はつねてんちかいびゃくしんわ,easy,9,,734,,,,,,,2021-11-05
927,186,初音天地開闢神話,はつねてんちかいびゃくしんわ,normal,14,,882,,,,,,,2021-11-05
928,186,初音天地開闢神話,はつねてんちかいびゃくしんわ,hard,20,,1061,,,,,,,2021-11-05
929,186,初音天地開闢神話,はつねてんちかいびゃくしんわ,expert,28,,1581,,,,,,,2021-11-05
930,186,初音天地開闢神話,はつねてんちかいびゃくしんわ,master,33,,2021,,,,,,,2021-11-05
931,187,ロウワー,ろうわー,easy,6,,109,,,,,,,2021-10-31
932,187,ロウワー,ろうわー,normal,12,,258,,,,,,,2021-10-31
933,187,ロウワー,ろうわー,hard,17,,539,,,,,,,2021-10-31
934,187,ロウワー,ろうわー,expert,26,,780,,,,,,,2021-10-31
935,187,ロウワー,ろうわー,master,31,,850,,,,,,,2021-10-31
4056,187,ロウワー,ろうわー,append,30,,1045,,,,,,,2021-10-31
936,188,心予報,こころよほう,easy,6,,273,,,,,,,2022-03-02
937,188,心予報,こころよほう,normal,12,,400,,,,,,,2022-03-02
938,188,心予報,こころよほう,hard,18,,638,,,,,,,2022-03-02
939,188,心予報,こころよほう,expert,24,,909,,,,,,,2022-03-02
940,188,心予報,こころよほう,master,28,,1060,,,,,,,2022-03-02
4031,188,心予報,こころよほう,append,28,,1318,,,,,,,2022-03-02
941,189,ノマド,のまど,easy,5,,150,,,,,,,2022-03-28
942,189,ノマド,のまど,normal,11,,202,,,,,,,2022-03-28
943,189,ノマド,のまど,hard,16,,387,,,,,,,2022-03-28
944,189,ノマド,のまど,expert,23,,515,,,,,,,2022-03-28
945,189,ノマド,のまど,master,26,,592,,,,,,,2022-03-28
4135,189,ノマド,のまど,append,25,,531,,,,,,,2022-03-28
946,190,悪ノ娘,あくのむすめ,easy,6,,130,,,,,,,2021-12-13
947,190,悪ノ娘,あくのむすめ,normal,12,,214,,,,,,,2021-12-13
948,190,悪ノ娘,あくのむすめ,hard,17,,413,,,,,,,2021-12-13
949,190,悪ノ娘,あくのむすめ,expert,24,,609,,,,,,,2021-12-13
950,190,悪ノ娘,あくのむすめ,master,27,,784,,,,,,,2021-12-13
951,191,悪ノ召使,あくのめしつかい,easy,6,,130,,,,,,,2021-12-14
952,191,悪ノ召使,あくのめしつかい,normal,12,,214,,,,,,,2021-12-14
953,191,悪ノ召使,あくのめしつかい,hard,17,,413,,,,,,,2021-12-14
954,191,悪ノ召使,あくのめしつかい,expert,24,,609,,,,,,,2021-12-14
955,191,悪ノ召使,あくのめしつかい,master,27,,784,,,,,,,2021-12-14
956,192,去り人達のワルツ,さりびとたちのわるつ,easy,8,,200,,,,,,,2021-12-15
957,192,去り人達のワルツ,さりびとたちのわるつ,normal,13,,356,,,,,,,2021-12-15
958,192,去り人達のワルツ,さりびとたちのわるつ,hard,17,,475,,,,,,,2021-12-15
959,192,去り人達のワルツ,さりびとたちのわるつ,expert,23,,672,,,,,,,2021-12-15
960,192,去り人達のワルツ,さりびとたちのわるつ,master,28,,798,,,,,,,2021-12-15
961,193,ワールドワイドワンダー,わーるどわいどわんだー,easy,6,,129,,,,,,,2021-12-10
962,193,ワールドワイドワンダー,わーるどわいどわんだー,normal,13,,309,,,,,,,2021-12-10
963,193,ワールドワイドワンダー,わーるどわいどわんだー,hard,18,,439,,,,,,,2021-12-10
964,193,ワールドワイドワンダー,わーるどわいどわんだー,expert,24,,626,,,,,,,2021-12-10
965,193,ワールドワイドワンダー,わーるどわいどわんだー,master,28,,785,,,,,,,2021-12-10
4076,193,ワールドワイドワンダー,わーるどわいどわんだー,append,29,,817,,,,,,,2021-12-10
966,194,妄想感傷代償連盟,もうそうかんしょうだいしょうれんめい,easy,7,,200,,,,,,,2022-05-13
967,194,妄想感傷代償連盟,もうそうかんしょうだいしょうれんめい,normal,12,,397,,,,,,,2022-05-13
968,194,妄想感傷代償連盟,もうそうかんしょうだいしょうれんめい,hard,16,,630,,,,,,,2022-05-13
969,194,妄想感傷代償連盟,もうそうかんしょうだいしょうれんめい,expert,23,,908,,,,,,,2022-05-13
970,194,妄想感傷代償連盟,もうそうかんしょうだいしょうれんめい,master,27,,966,,,,,,,2022-05-13
4078,194,妄想感傷代償連盟,もうそうかんしょうだいしょうれんめい,append,26,,1092,,,,,,,2022-05-13
971,195,PaⅢ.SENSATION,ぱっしょねーとすりーどっとせんせーしょん,easy,8,,323,,,,,,,2022-04-18
972,195,PaⅢ.SENSATION,ぱっしょねーとすりーどっとせんせーしょん,normal,12,,394,,,,,,,2022-04-18
973,195,PaⅢ.SENSATION,ぱっしょねーとすりーどっとせんせーしょん,hard,17,,758,,,,,,,2022-04-18
974,195,PaⅢ.SENSATION,ぱっしょねーとすりーどっとせんせーしょん,expert,24,,1032,,,,,,,2022-04-18
975,195,PaⅢ.SENSATION,ぱっしょねーとすりーどっとせんせーしょん,master,29,,1244,,,,,,,2022-04-18
976,196,オーダーメイド,おーだーめいど,easy,5,,139,,,,,,,2022-04-28
977,196,オーダーメイド,おーだーめいど,normal,11,,210,,,,,,,2022-04-28
978,196,オーダーメイド,おーだーめいど,hard,16,,331,,,,,,,2022-04-28
979,196,オーダーメイド,おーだーめいど,expert,21,,480,,,,,,,2022-04-28
980,196,オーダーメイド,おーだーめいど,master,26,,601,,,,,,,2022-04-28
4128,196,オーダーメイド,おーだーめいど,append,24,,634,,,,,,,2022-04-28
981,197,ラストスコア,らすとすこあ,easy,7,,214,,,,,,,2021-12-20
982,197,ラストスコア,らすとすこあ,normal,13,,401,,,,,,,2021-12-20
983,197,ラストスコア,らすとすこあ,hard,18,,759,,,,,,,2021-12-20
984,197,ラストスコア,らすとすこあ,expert,26,,1050,,,,,,,2021-12-20
985,197,ラストスコア,らすとすこあ,master,30,,1190,,,,,,,2021-12-20
986,198,グッバイ宣言,ぐっばいせんげん,easy,7,,310,,,,,,,2022-06-13
987,198,グッバイ宣言,ぐっばいせんげん,normal,12,,390,,,,,,,2022-06-13
988,198,グッバイ宣言,ぐっばいせんげん,hard,17,,726,,,,,,,2022-06-13
989,198,グッバイ宣言,ぐっばいせんげん,expert,26,,1017,,,,,,,2022-06-13
990,198,グッバイ宣言,ぐっばいせんげん,master,30,,1259,,,,,,,2022-06-13
4042,198,グッバイ宣言,ぐっばいせんげん,append,27,,1233,,,,,,,2022-06-13
991,199,ゴーストルール,ごーすとるーる,easy,9,,409,,,,,,,2021-12-30
992,199,ゴーストルール,ごーすとるーる,normal,14,,650,,,,,,,2021-12-30
993,199,ゴーストルール,ごーすとるーる,hard,19,,740,,,,,,,2021-12-30
994,199,ゴーストルール,ごーすとるーる,expert,27,,1174,,,,,,,2021-12-30
995,199,ゴーストルール,ごーすとるーる,master,33,,1473,,,,,,,2021-12-30
996,200,ガランド,がらんど,easy,7,,205,,,,,,,2022-01-03
997,200,ガランド,がらんど,normal,13,,350,,,,,,,2022-01-03
998,200,ガランド,がらんど,hard,18,,557,,,,,,,2022-01-03
999,200,ガランド,がらんど,expert,24,,761,,,,,,,2022-01-03
1000,200,ガランド,がらんど,master,28,,943,,,,,,,2022-01-03
1001,201,神のまにまに,かみのまにまに,easy,6,,179,,,,,,,2022-05-30
1002,201,神のまにまに,かみのまにまに,normal,13,,300,,,,,,,2022-05-30
1003,201,神のまにまに,かみのまにまに,hard,18,,645,,,,,,,2022-05-30
1004,201,神のまにまに,かみのまにまに,expert,25,,900,,,,,,,2022-05-30
1005,201,神のまにまに,かみのまにまに,master,29,,1111,,,,,,,2022-05-30
1006,202,Q,きゅー,easy,5,,218,,,,,,,2023-03-02
1007,202,Q,きゅー,normal,12,,395,,,,,,,2023-03-02
1008,202,Q,きゅー,hard,17,,574,,,,,,,2023-03-02
1009,202,Q,きゅー,expert,24,,907,,,,,,,2023-03-02
1010,202,Q,きゅー,master,28,,998,,,,,,,2023-03-02
1011,203,トリコロージュ,とりころーじゅ,easy,7,,222,,,,,,,2022-01-21
1012,203,トリコロージュ,とりころーじゅ,normal,13,,411,,,,,,,2022-01-21
1013,203,トリコロージュ,とりころーじゅ,hard,18,,736,,,,,,,2022-01-21
1014,203,トリコロージュ,とりころーじゅ,expert,24,,860,,,,,,,2022-01-21
1015,203,トリコロージュ,とりころーじゅ,master,28,,999,,,,,,,2022-01-21
1016,204,うっせぇわ,うっせぇわ,easy,8,,269,,,,,,,2022-01-31
1017,204,うっせぇわ,うっせぇわ,normal,12,,487,,,,,,,2022-01-31
1018,204,うっせぇわ,うっせぇわ,hard,17,,682,,,,,,,2022-01-31
1019,204,うっせぇわ,うっせぇわ,expert,24,,1035,,,,,,,2022-01-31
1020,204,うっせぇわ,うっせぇわ,master,28,,1302,,,,,,,2022-01-31
1021,205,踊,おど,easy,6,,242,,,,,,,2022-02-04
1022,205,踊,おど,normal,13,,409,,,,,,,2022-02-04
1023,205,踊,おど,hard,18,,640,,,,,,,2022-02-04
1024,205,踊,おど,expert,26,,882,,,,,,,2022-02-04
1025,205,踊,おど,master,29,,1083,,,,,,,2022-02-04
1026,206,君色マリンスノウ,きみいろまりんすのう,easy,9,,394,,,,,,,2022-02-05
1027,206,君色マリンスノウ,きみいろまりんすのう,normal,14,,587,,,,,,,2022-02-05
1028,206,君色マリンスノウ,きみいろまりんすのう,hard,19,,875,,,,,,,2022-02-05
1029,206,君色マリンスノウ,きみいろまりんすのう,expert,28,,1339,,,,,,,2022-02-05
1030,206,君色マリンスノウ,きみいろまりんすのう,master,31,,1415,,,,,,,2022-02-05
1031,207,Peaky Peaky,ぴーきーぴーきー,easy,6,,159,,,,,,,2022-02-18
1032,207,Peaky Peaky,ぴーきーぴーきー,normal,12,,312,,,,,,,2022-02-18
1033,207,Peaky Peaky,ぴーきーぴーきー,hard,18,,538,,,,,,,2022-02-18
1034,207,Peaky Peaky,ぴーきーぴーきー,expert,25,,747,,,,,,,2022-02-18
1035,207,Peaky Peaky,ぴーきーぴーきー,master,28,,855,,,,,,,2022-02-18
1036,208,僕らまだアンダーグラウンド,ぼくらまだあんだーぐらうんど,easy,7,,281,,,,,,,2022-03-04
1037,208,僕らまだアンダーグラウンド,ぼくらまだあんだーぐらうんど,normal,12,,406,,,,,,,2022-03-04
1038,208,僕らまだアンダーグラウンド,ぼくらまだあんだーぐらうんど,hard,18,,635,,,,,,,2022-03-04
1039,208,僕らまだアンダーグラウンド,ぼくらまだあんだーぐらうんど,expert,25,,920,,,,,,,2022-03-04
1040,208,僕らまだアンダーグラウンド,ぼくらまだあんだーぐらうんど,master,28,,1035,,,,,,,2022-03-04
1041,209,メタモリボン,めたもりぼん,easy,5,,149,,,,,,,2022-03-11
1042,209,メタモリボン,めたもりぼん,normal,11,,254,,,,,,,2022-03-11
1043,209,メタモリボン,めたもりぼん,hard,16,,409,,,,,,,2022-03-11
1044,209,メタモリボン,めたもりぼん,expert,23,,580,,,,,,,2022-03-11
1045,209,メタモリボン,めたもりぼん,master,26,,685,,,,,,,2022-03-11
1046,210,雨とペトラ,あめとぺとら,easy,9,,260,,,,,,,2022-03-22
1047,210,雨とペトラ,あめとぺとら,normal,12,,489,,,,,,,2022-03-22
1048,210,雨とペトラ,あめとぺとら,hard,18,,733,,,,,,,2022-03-22
1049,210,雨とペトラ,あめとぺとら,expert,25,,976,,,,,,,2022-03-22
1050,210,雨とペトラ,あめとぺとら,master,29,,1206,,,,,,,2022-03-22
1051,211,イフ,いふ,easy,6,,163,,,,,,,2022-05-08
1052,211,イフ,いふ,normal,12,,357,,,,,,,2022-05-08
1053,211,イフ,いふ,hard,18,,559,,,,,,,2022-05-08
1054,211,イフ,いふ,expert,23,,845,,,,,,,2022-05-08
1055,211,イフ,いふ,master,27,,1062,,,,,,,2022-05-08
4099,211,イフ,いふ,append,29,,1270,,,,,,,2022-05-08
1056,212,星空のメロディー,ほしぞらのめろでぃー,easy,5,,131,,,,,,,2022-06-28
1057,212,星空のメロディー,ほしぞらのめろでぃー,normal,11,,296,,,,,,,2022-06-28
1058,212,星空のメロディー,ほしぞらのめろでぃー,hard,16,,523,,,,,,,2022-06-28
1059,212,星空のメロディー,ほしぞらのめろでぃー,expert,24,,713,,,,,,,2022-06-28
1060,212,星空のメロディー,ほしぞらのめろでぃー,master,27,,821,,,,,,,2022-06-28
1061,213,ヴァンパイア,ヴぁんぱいあ,easy,7,,288,,,,,,,2022-06-20
1062,213,ヴァンパイア,ヴぁんぱいあ,normal,12,,449,,,,,,,2022-06-20
1063,213,ヴァンパイア,ヴぁんぱいあ,hard,18,,699,,,,,,,2022-06-20
1064,213,ヴァンパイア,ヴぁんぱいあ,expert,25,,1029,,,,,,,2022-06-20
1065,213,ヴァンパイア,ヴぁんぱいあ,master,30,,1299,,,,,,,2022-06-20
4005,213,ヴァンパイア,ヴぁんぱいあ,append,27,,1433,,,,,,,2022-06-20
1066,214,パレットには君がいっぱい,ぱれっとにはきみがいっぱい,easy,5,,189,,,,,,,2023-03-01
1067,214,パレットには君がいっぱい,ぱれっとにはきみがいっぱい,normal,11,,294,,,,,,,2023-03-01
1068,214,パレットには君がいっぱい,ぱれっとにはきみがいっぱい,hard,17,,656,,,,,,,2023-03-01
1069,214,パレットには君がいっぱい,ぱれっとにはきみがいっぱい,expert,25,,900,,,,,,,2023-03-01
1070,214,パレットには君がいっぱい,ぱれっとにはきみがいっぱい,master,28,,966,,,,,,,2023-03-01
1071,215,ジウダス,じうだす,easy,7,,172,,,,,,,2022-02-21
1072,215,ジウダス,じうだす,normal,12,,361,,,,,,,2022-02-21
1073,215,ジウダス,じうだす,hard,18,,654,,,,,,,2022-02-21
1074,215,ジウダス,じうだす,expert,25,,769,,,,,,,2022-02-21
1075,215,ジウダス,じうだす,master,28,,898,,,,,,,2022-02-21
1076,216,ルカルカ★ナイトフィーバー,るかるかないとふぃーばー,easy,7,,218,,,,,,,2022-04-02
1077,216,ルカルカ★ナイトフィーバー,るかるかないとふぃーばー,normal,13,,457,,,,,,,2022-04-02
1078,216,ルカルカ★ナイトフィーバー,るかるかないとふぃーばー,hard,18,,616,,,,,,,2022-04-02
1079,216,ルカルカ★ナイトフィーバー,るかるかないとふぃーばー,expert,25,,950,,,,,,,2022-04-02
1080,216,ルカルカ★ナイトフィーバー,るかるかないとふぃーばー,master,29,,1311,,,,,,,2022-04-02
1081,217,街,まち,easy,6,,206,,,,,,,2022-07-19
1082,217,街,まち,normal,12,,288,,,,,,,2022-07-19
1083,217,街,まち,hard,16,,422,,,,,,,2022-07-19
1084,217,街,まち,expert,23,,668,,,,,,,2022-07-19
1085,217,街,まち,master,27,,769,,,,,,,2022-07-19
1086,218,メリュー,めりゅー,easy,6,,228,,,,,,,2022-07-04
1087,218,メリュー,めりゅー,normal,11,,383,,,,,,,2022-07-04
1088,218,メリュー,めりゅー,hard,15,,473,,,,,,,2022-07-04
1089,218,メリュー,めりゅー,expert,22,,632,,,,,,,2022-07-04
1090,218,メリュー,めりゅー,master,26,,983,,,,,,,2022-07-04
1091,219,砂の惑星,すなのわくせい,easy,5,,175,,,,,,,2022-04-01
1092,219,砂の惑星,すなのわくせい,normal,11,,314,,,,,,,2022-04-01
1093,219,砂の惑星,すなのわくせい,hard,16,,661,,,,,,,2022-04-01
1094,219,砂の惑星,すなのわくせい,expert,23,,873,,,,,,,2022-04-01
1095,219,砂の惑星,すなのわくせい,master,27,,1062,,,,,,,2022-04-01
1096,220,ドーナツホール 2024,どーなつほーる　にーまるにーよん,easy,9,,419,,,,,,,2022-03-31
1097,220,ドーナツホール 2024,どーなつほーる　にーまるにーよん,normal,14,,581,,,,,,,2022-03-31
1098,220,ドーナツホール 2024,どーなつほーる　にーまるにーよん,hard,18,,745,,,,,,,2022-03-31
1099,220,ドーナツホール 2024,どーなつほーる　にーまるにーよん,expert,25,,1046,,,,,,,2022-03-31
1100,220,ドーナツホール 2024,どーなつほーる　にーまるにーよん,master,29,,1328,,,,,,,2022-03-31
4095,220,ドーナツホール 2024,どーなつほーる　にーまるにーよん,append,33,,1792,,,,,,,2022-03-31
1101,221,マトリョシカ,まとりょしか,easy,9,,182,,,,,,,2022-03-30
1102,221,マトリョシカ,まとりょしか,normal,13,,355,,,,,,,2022-03-30
1103,221,マトリョシカ,まとりょしか,hard,18,,674,,,,,,,2022-03-30
1104,221,マトリョシカ,まとりょしか,expert,25,,887,,,,,,,2022-03-30
1105,221,マトリョシカ,まとりょしか,master,30,,1104,,,,,,,2022-03-30
1106,222,ピアノ×フォルテ×スキャンダル,ぴあのふぉるてすきゃんだる,easy,6,,239,,,,,,,2022-04-03
1107,222,ピアノ×フォルテ×スキャンダル,ぴあのふぉるてすきゃんだる,normal,11,,334,,,,,,,2022-04-03
1108,222,ピアノ×フォルテ×スキャンダル,ぴあのふぉるてすきゃんだる,hard,18,,735,,,,,,,2022-04-03
1109,222,ピアノ×フォルテ×スキャンダル,ぴあのふぉるてすきゃんだる,expert,26,,1042,,,,,,,2022-04-03
1110,222,ピアノ×フォルテ×スキャンダル,ぴあのふぉるてすきゃんだる,master,30,,1142,,,,,,,2022-04-03
1111,223,千年の独奏歌,せんねんのどくそうか,easy,5,,214,,,,,,,2022-04-04
