chart_id,difficulty,play_level,title,chart_constant
2974,expert,26,エンヴィキャットウォーク,
2229,expert,26,オーバーコード,
2604,expert,26,オーバーライド,
2689,expert,26,オールセーブチャレンジ,
2249,expert,26,オペラ！スペースオペラ！,
834,expert,26,オルターエゴ,
3259,expert,26,カレシのジュード,
1954,expert,26,キュートなカノジョ,
989,expert,26,グッバイ宣言,
3344,expert,26,げんてん,
2064,expert,26,さよならプリンセス,
3244,expert,26,サヨナラ天国また来て地獄,
2844,expert,26,シークレット・シーカー,
3434,expert,26,ジェットブラック,
924,expert,26,しっくおぶはうす！,
309,expert,26,ジャックポットサッドガール,
419,expert,26,ジャンキーナイトタウンオーケストラ,
2479,expert,26,シルバーコレクター,
3029,expert,26,スーサイドパレヱド,
1834,expert,26,すきなことだけでいいです,
1899,expert,26,スターダストメドレー,
319,expert,26,ステラ,
1889,expert,26,スロウダウナー,
2619,expert,26,それでも僕らは歌うことをやめない,
2409,expert,26,だめにんげんだ!,
339,expert,26,ダンスロボットダンス,
2374,expert,26,ちがう!!!,
439,expert,26,チュルリラ・チュルリラ・ダッダッダ！,
3119,expert,26,チルノのパーフェクトさんすう学園,
2059,expert,26,デビルじゃないもん,
3114,expert,26,とうほう☆ワンダーランド,
1339,expert,26,ノンブレス・オブリージュ,
1239,expert,26,バグ,
1109,expert,26,ピアノ×フォルテ×スキャンダル,
914,expert,26,フィクサー,
3129,expert,26,フィッシュアンドTips,
1454,expert,26,フェレス,
1784,expert,26,ブループラネット,
1509,expert,26,フレー,
2804,expert,26,プロトディスコ,
2539,expert,26,ヘイヴン,
724,expert,26,ベノム,
389,expert,26,ぼうけんのしょがきえました！,
609,expert,26,ポジティブ☆ダンスタイム,
2469,expert,26,ポッピンキャンディ☆フィーバー！,
3254,expert,26,ホワイトハッピー,
2049,expert,26,マーシャル・マキシマイザー,
784,expert,26,マシュマリー,
534,expert,26,ミルククラウン・オン・ソーネチカ,
2654,expert,26,メズマライザー,
2584,expert,26,メリーゴーラウンド,
494,expert,26,モア！ジャンプ！モア！,
3139,expert,26,モニタリング,
1539,expert,26,ももいろの鍵,
2544,expert,26,ライアーダンサー,
3614,expert,26,ラヴィ,
984,expert,26,ラストスコア,
2174,expert,26,リレイアウター,
3004,expert,26,ルマ,
2114,expert,26,レグルス,
2309,expert,26,レッドランドマーカー,
934,expert,26,ロウワー,
564,expert,26,ローリンガール,
3324,expert,26,ロケットサイダー,
489,expert,26,ロストワンの号哭,
594,expert,26,ワールズエンド・ダンスホール,
3554,expert,26,ワンダーラスト,
1744,expert,26,悪食娘コンチータ,
664,expert,26,悪魔の踊り方,
3974,expert,26,一億年恋してる,
3474,expert,26,花結び,
2784,expert,26,花溺れ,
1879,expert,26,我儘姫,
299,expert,26,悔やむと書いてミライ,
2279,expert,26,幾望の月,
2089,expert,26,金木犀,
449,expert,26,限りなく灰色へ,
3519,expert,26,黒塗り世界宛て書簡,
3099,expert,26,紗痲,
3319,expert,26,人マニア,
3039,expert,26,星宙メランコリア,
549,expert,26,千本桜,
104,expert,26,脱法ロック,
3164,expert,26,庭師のおはなしによると,
3574,expert,26,魔法少女幸福論,
109,expert,26,命に嫌われている,
404,expert,26,夜咄ディセイブ,
1024,expert,26,踊,
569,expert,26,裏表ラバーズ,
484,expert,26,霽れを待つ,
2045,master,25,25時の情熱,
3960,master,25,アストロノーツ,
3295,master,25,あなたの空が泣くのなら,
2500,master,25,余花にみとれて,
3214,expert,25,About me,
1389,expert,25,Bad ∞ End ∞ Night,
779,expert,25,Beat Eater,
1989,expert,25,Beyond the way,
2709,expert,25,Blackjack,
1709,expert,25,Blue Star,
1599,expert,25,Booo!,
1214,expert,25,Calc.,
2969,expert,25,Call!!,
2124,expert,25,Cool Me Down,
1264,expert,25,DAYBREAK FRONTLINE,
1259,expert,25,DREAM PLACE,
74,expert,25,drop pop candy,
2679,expert,25,Fire◎Flower (Rerec),
2874,expert,25,FUN!!,
829,expert,25,Glory Steady Go!,
859,expert,25,Happy Halloween,
1429,expert,25,"Hello, Worker",
919,expert,25,"Hello,world!",
2419,expert,25,Henceforth,
2099,expert,25,imaginary love story,
1174,expert,25,Journey,
689,expert,25,KING,
424,expert,25,Leia - Remind,
804,expert,25,magic number,
3729,expert,25,Masquerade,
1684,expert,25,METEOR,
314,expert,25,needLe,
1829,expert,25,NEO,
1034,expert,25,Peaky Peaky,
2529,expert,25,QUEEN,
269,expert,25,Ready Steady,
3594,expert,25,SHIAWASE FOR YOU!,
794,expert,25,STAGE OF SEKAI,
2869,expert,25,SToRY,
1294,expert,25,the WALL,
2224,expert,25,Twilight Melody,
2354,expert,25,ULTRA C,
1179,expert,25,Voices,
1329,expert,25,YY,
3079,expert,25,アイ,
579,expert,25,アイディスマイル,
2334,expert,25,あいのうた,
1839,expert,25,アイムマイン,
2799,expert,25,アイリッド,
89,expert,25,アスノヨゾラ哨戒班,
1604,expert,25,アトラクトライト,
3409,expert,25,あなたしか見えないの,
2624,expert,25,アンテナ39,
2574,expert,25,イガク,
599,expert,25,いかないで,
3664,expert,25,いますぐ輪廻,
1064,expert,25,ヴァンパイア,
849,expert,25,ヴィラン,
2184,expert,25,え？あぁ、そう。,
1229,expert,25,エイリアンエイリアン,
1124,expert,25,エゴロック,
3819,expert,25,オツキミリサイタル,
2329,expert,25,ガーネットの涙,
554,expert,25,カトラリー,
2644,expert,25,カルチャ,
2454,expert,25,キャットラビング,
2959,expert,25,クイーンオブハート,
2524,expert,25,コールボーイ,
1164,expert,25,コスモスパイス,
3124,expert,25,このふざけた素晴らしき世界は、僕の為にある,
3209,expert,25,このまんまでいこう,
1499,expert,25,ザムザ,
1149,expert,25,サラマンダー,
519,expert,25,サンドリヨン 10th Anniversary,
1074,expert,25,ジウダス,
1359,expert,25,ジェヘナ,
1379,expert,25,シャンティ,
799,expert,25,ショウタイム・ルーラー,
2199,expert,25,ショウタイム×オーディエンス,
2474,expert,25,スーパーヒーロー,
2849,expert,25,スター,
3069,expert,25,スターナイトスノウ,
2729,expert,25,その音が鳴るなら,
839,expert,25,ダーリンダンス,
759,expert,25,だれかの心臓になれたなら,
3134,expert,25,テトリス,
669,expert,25,テレキャスタービーボーイ,
1099,expert,25,ドーナツホール 2024,
749,expert,25,トキヲ・ファンカ,
454,expert,25,ドラマツルギー,
2274,expert,25,ド屑,
789,expert,25,ナンセンス文学,
514,expert,25,ニジイロストーリーズ,
1489,expert,25,ネトゲ廃人シュプレヒコール,
2789,expert,25,のだ,
3619,expert,25,ハオ,
2489,expert,25,はしる! とおく! とどく!,
3794,expert,25,ハナタバ,
3264,expert,25,パメラ,
1319,expert,25,パラソルサイダー,
1069,expert,25,パレットには君がいっぱい,
2944,expert,25,バレリーコ,
644,expert,25,ビターチョコデコレーション,
1579,expert,25,ひつじがいっぴき,
544,expert,25,ヒビカセ,
2879,expert,25,ファイアダンス,
1984,expert,25,フィラメントフィーバー,
2389,expert,25,フューエル,
3279,expert,25,ブラッドドール,
189,expert,25,ブリキノダンス,
2924,expert,25,ペンタトニック,
3459,expert,25,ぼかろころしあむ,
624,expert,25,ボッカデラベリタ,
1104,expert,25,マトリョシカ,
2004,expert,25,まにまに,
3194,expert,25,マリオネットダンサー,
179,expert,25,ミラクルペイント,
2704,expert,25,メインキャラクター,
234,expert,25,メルト,
2929,expert,25,ヤンキーボーイ・ヤンキーガール,
3524,expert,25,ラズベリー＊モンスター,
1299,expert,25,ラブカ？,
3509,expert,25,ラムネ,
1779,expert,25,リアライズ,
1514,expert,25,リンちゃんなう！,
1079,expert,25,ルカルカ★ナイトフィーバー,
1414,expert,25,レイニースノードロップ,
1129,expert,25,ロストエンファウンド,
2669,expert,25,ワールド・ランプシェード [reunion],
904,expert,25,愛して愛して愛して,
1884,expert,25,悪役にキスシーンを,
2194,expert,25,一千光年,
884,expert,25,右肩の蝶,
1049,expert,25,雨とペトラ,
3529,expert,25,永遠甚だしい,
1864,expert,25,下剋上,
684,expert,25,花を唄う,
1614,expert,25,快晴,
1404,expert,25,気まぐれメルシィ,
2854,expert,25,偽物人間40号,
2954,expert,25,吉原ラメント 再来盤,
3764,expert,25,空想フォレスト,
304,expert,25,携帯恋話,
1194,expert,25,月光,
3054,expert,25,好き！雪！本気マジック,
2559,expert,25,合成するミライ,
2494,expert,25,混沌ブギ,
2899,expert,25,三日月ステップ,
2549,expert,25,失敗作少女,
2734,expert,25,終焉逃避行,
2034,expert,25,初めての恋が終わる時,
3184,expert,25,笑えたらえーやん！,
3224,expert,25,深海シティアンダーグラウンド,
1924,expert,25,神っぽいな,
1004,expert,25,神のまにまに,
2359,expert,25,成敗いたAAAAAす！,
3404,expert,25,星に一番近い場所,
1304,expert,25,星屑ユートピア,
769,expert,25,地球最後の告白を,
1444,expert,25,天ノ弱,
1859,expert,25,天樂,
2664,expert,25,転生林檎,
2599,expert,25,透明エレジー,
3229,expert,25,透明なパレット,
3684,expert,25,導火愛,
1704,expert,25,難聴系男子が倒せない,
2554,expert,25,如月アテンション,
754,expert,25,泡沫未来,
1039,expert,25,僕らまだアンダーグラウンド,
1584,expert,25,魔法みたいなミュージック！,
3499,expert,25,魔法少女とチョコレゐト,
3589,expert,25,幕を下ろそう、パレードへ,
1759,expert,25,命ばっかり,
2719,expert,25,妄想アスパルテーム,
694,expert,25,夜に駆ける,
2134,expert,25,幽光、1/fのゆらめき,
864,expert,25,流星のパルス,
129,expert,25,劣等上等,
3353,hard,25,怪獣になりたい,
2149,expert,24,『んっあっあっ。』,
589,expert,24,＊ハロー、プラネット。,
1529,expert,24,1925,
1654,expert,24,39,
3144,expert,24,8.32,
1219,expert,24,Awake Now,
2504,expert,24,Bad Apple!! feat.SEKAI,
2564,expert,24,CH4NGE,
3394,expert,24,CRASH THE PARTY,
2104,expert,24,CR詠ZY,
1594,expert,24,Decade,
3464,expert,24,erase or zero,
909,expert,24,Flyer!,
1549,expert,24,Flyway,
274,expert,24,Forward,
1564,expert,24,FREELY TOMORROW,
479,expert,24,from Y to Y,
3779,expert,24,Gimme more!,
1934,expert,24,Hello Builder,
2109,expert,24,JUMPIN’ OVER !,
2299,expert,24,LEADER,
764,expert,24,Miku,
584,expert,24,ODDS＆ENDS,
1484,expert,24,p.h.,
974,expert,24,PaⅢ.SENSATION,
3049,expert,24,Polar Star,
259,expert,24,potatoになっていく,
1914,expert,24,purpose,
1009,expert,24,Q,
739,expert,24,ray,
3739,expert,24,Saika,
2749,expert,24,shake it!,
3059,expert,24,Snow Fairy Story,
2284,expert,24,Supernova,
3024,expert,24,Sympathy,
1964,expert,24,Un-Lock,
1814,expert,24,UNDERWATER,
2609,expert,24,WAVE,
3399,expert,24,Who?,
1809,expert,24,Wonder Style,
2894,expert,24,Worlders,
699,expert,24,アイスドロップ,
284,expert,24,アイドル新鋭隊,
2414,expert,24,アコトバ,
1354,expert,24,あったかいと,
3249,expert,24,あの夏が飽和する。,
3384,expert,24,アベリア,
3174,expert,24,ありのままのストーリーを,
3629,expert,24,アルカリレットウセイ,
2909,expert,24,アンチユー,
3349,expert,24,い〜やい〜やい〜や,
869,expert,24,いーあるふぁんくらぶ,
2119,expert,24,インテグラル,
1019,expert,24,うっせぇわ,
2269,expert,24,えれくとりっく・えんじぇぅ,
2534,expert,24,エンパープル,
3799,expert,24,オールイン・ワン,
2399,expert,24,おちゃめ機能,
2304,expert,24,おどロボ,
529,expert,24,お気に召すまま,
3414,expert,24,カラフルファンデーション,
999,expert,24,ガランド,
1479,expert,24,カンタレラ,
2614,expert,24,きみとぼくのレゾナンス,
2649,expert,24,キャットフード,
2464,expert,24,きょうもハレバレ,
2084,expert,24,くうになる,
1559,expert,24,ココロ,
1394,expert,24,こちら、幸福安心委員会です。,
1974,expert,24,サマータイムレコード,
3954,expert,24,シティライツ,
629,expert,24,シネマ,
204,expert,24,スイートマジック,
3639,expert,24,スターダストレイン,
1714,expert,24,スノーマン,
2884,expert,24,スマイル*シンフォニー,
254,expert,24,セカイはまだ始まってすらいない,
1369,expert,24,それでもいいんだよ,
3609,expert,24,ダイダイダイダイダイキライ,
2424,expert,24,だんだん早くなる,
1869,expert,24,チームメイト,
354,expert,24,ツギハギスタッカート,
1284,expert,24,てらてら,
3969,expert,24,デロスサントス,
1699,expert,24,とても素敵な六月でした,
3299,expert,24,とびだせ！わんだぴょい,
714,expert,24,トラフィック・ジャム,
3714,expert,24,ドリーマーズビート,
3479,expert,24,ドリーム・キス,
1014,expert,24,トリコロージュ,
2189,expert,24,ハイドアンド・シーク,
3359,expert,24,ハウトゥー世界征服,
2144,expert,24,はぐ,
2864,expert,24,はじまりの未来,
49,expert,24,ハッピーシンセサイザ,
1374,expert,24,パラジクロロベンゼン,
2889,expert,24,ハローセカイ,
2829,expert,24,パンダヒーロー,
3784,expert,24,ひかりのあつめかた,
54,expert,24,ビバハピ,
1384,expert,24,フォニイ,
344,expert,24,フラジール,
1189,expert,24,ブラック★ロックシューター,
359,expert,24,ブレス・ユア・ブレス,
3669,expert,24,プロポーズ,
649,expert,24,フロムトーキョー,
3549,expert,24,ヘッジホッグ,
2739,expert,24,ぼくのかみさま,
1969,expert,24,ボトルケーキ,
2364,expert,24,マインドブランド,
2589,expert,24,みかぼし,
619,expert,24,みくみくにしてあげる♪【してやんよ】,
899,expert,24,ミライ,
3334,expert,24,㋰責任集合体,
1844,expert,24,メランコリック,
349,expert,24,メルティランドナイトメア,
2384,expert,24,モザイクロール (Reloaded),
2074,expert,24,ラッキー☆オーブ,
3789,expert,24,ラプス,
729,expert,24,リモコン,
3274,expert,24,リリィララ,
2449,expert,24,ルーマー,
9,expert,24,ロキ,
2754,expert,24,ロストアンブレラ,
604,expert,24,ロミオとシンデレラ,
239,expert,24,ワールドイズマイン,
964,expert,24,ワールドワイドワンダー,
384,expert,24,ワーワーワールド,
954,expert,24,悪ノ召使,
949,expert,24,悪ノ娘,
1739,expert,24,悪徳のジャッジメント,
474,expert,24,威風堂々,
1734,expert,24,円尾坂の仕立屋,
1724,expert,24,演劇,
459,expert,24,乙女解剖,
2824,expert,24,夏に透明,
2684,expert,24,花に風,
3189,expert,24,花弁、それにまつわる音声,
1999,expert,24,我らステインバスターズ！,
2699,expert,24,虚無さん,
2159,expert,24,強風オールバック,
3389,expert,24,金時計,
4178,expert,24,君に贈る未来,
704,expert,24,群青讃歌,
2834,expert,24,結ンデ開イテ羅刹ト骸,
2179,expert,24,古書屋敷殺人事件,
3769,expert,24,光,
3169,expert,24,光線歌,
3489,expert,24,鎖の少女-Re Alive-,
3074,expert,24,四角い地球を丸くする,
1434,expert,24,私は、私達は,
2459,expert,24,私は雨,
3329,expert,24,少女A,
844,expert,24,少女レイ,
3289,expert,24,上弦の月,
939,expert,24,心予報,
2204,expert,24,酔いどれ知らず,
1874,expert,24,星を繋ぐ,
1059,expert,24,星空のメロディー,
464,expert,24,青く駆けろ！,
1159,expert,24,青色絵具,
1609,expert,24,絶え間なく藍色,
1309,expert,24,帝国少女,
1629,expert,24,天使の翼。,
3944,expert,24,天秤、指先で触れて,
3104,expert,24,東京サマーセッション,
3579,expert,24,透過する温度,
1624,expert,24,豚になってyeah yeah,
1774,expert,24,白い雪のプリンセスは,
2289,expert,24,抜錨,
2014,expert,24,番凩,
3304,expert,24,卑怯戦隊うろたんだー,
3559,expert,24,比較症候群,
1749,expert,24,眠らせ姫からの贈り物,
1794,expert,24,名も無き革命,
1274,expert,24,夜もすがら君想ふ,
509,expert,24,幽霊東京,
1199,expert,24,踊れオーケストラ,
2214,expert,24,林檎売りの泡沫少女,
894,expert,24,炉心融解,
3449,expert,24,惑星ループ,
3674,expert,24,傀儡のうつつ,
1729,expert,24,嗚呼、素晴らしきニャン生,
3453,hard,24,0.0000034,
3338,hard,24,ネクラチューンサーカス,
2323,hard,24,嬢王,
