chart_id,title,play_level,A,B,result,how
2805,プロトディスコ,32,32.2,最下位,32.2,match
2810,アンヘル,31,31.1,最下位,31.1,match
2820,そこに在る、光。,27,27.0,最下位,27.0,match
2825,夏に透明,28,28.4,下位,28.4,match
2830,パンダヒーロー,30,30.2,適正,30.4,avg
2835,結ンデ開イテ羅刹ト骸,29,29.2,上位,29.5,avg
2845,シークレット・シーカー,30,30.3,適正,30.4,avg
2850,スター,29,29.3,下位,29.3,match
2855,偽物人間40号,29,29.2,最下位,29.2,match
2860,飾って,27,27.1,最下位,27.1,match
2865,はじまりの未来,28,28.3,適正,28.4,avg
2870,SToRY,29,29.3,上位,29.5,avg
2875,FUN!!,29,29.3,下位,29.3,match
2880,ファイアダンス,29,29.3,下位,29.3,match
2885,スマイル*シンフォニー,28,28.4,適正,28.4,match
2890,ハローセカイ,28,28.5,上位,28.6,avg
2895,Worlders,28,28.3,下位,28.3,match
2900,三日月ステップ,28,28.2,下位,28.2,match
2905,厨病激発ボーイ,32,32.3,下位,32.3,match
2910,アンチユー,28,28.4,適正,28.4,match
2915,アクセラレイト,31,31.1,最下位,31.1,match
2920,IMAWANOKIWA,32,32.4,適正,32.4,match
2925,ペンタトニック,30,30.2,最下位,30.2,match
2930,ヤンキーボーイ・ヤンキーガール,31,31.3,最下位,31.2,avg
2935,ルルブ,31,31.4,上位,31.5,avg
2940,プラネットヒーロー,33,33.4,最下位,33.3,avg
2945,バレリーコ,29,29.3,適正,29.4,avg
2950,マンハッタン,32,32.2,適正,32.4,avg
2955,吉原ラメント 再来盤,29,29.2,適正,29.4,avg
2960,クイーンオブハート,31,31.3,適正,31.4,avg
2965,クリスタルスノウ,26,26.2,適正,26.4,avg
2970,Call!!,28,28.5,上位,28.6,avg
2975,エンヴィキャットウォーク,30,30.4,上位,30.5,avg
2980,D/N/A,31,31.3,上位,31.5,avg
2985,その絵の名前は,26,26.3,最下位,26.2,avg
3000,征け,28,28.5,最上位,28.7,avg
3005,ルマ,30,30.3,下位,30.3,match
3015,ドレミファロンド,27,27.5,上位,27.6,avg
3020,Packaged,26,26.1,適正,26.3,avg
3025,Sympathy,28,28.2,最下位,28.2,match
3030,スーサイドパレヱド,31,31.2,最下位,31.2,match
3035,回る空うさぎ,26,26.0,最下位,26.0,match
3040,星宙メランコリア,30,30.2,下位,30.2,match
3050,Polar Star,31,31.2,適正,31.4,avg
3055,好き！雪！本気マジック,29,29.3,下位,29.3,match
3060,Snow Fairy Story,28,28.1,最下位,28.1,match
3065,雪がとける前に,28,28.3,下位,28.3,match
3070,スターナイトスノウ,29,29.3,適正,29.4,avg
3075,四角い地球を丸くする,28,28.4,適正,28.4,match
3080,アイ,29,29.2,下位,29.2,match
3085,ぽかぽかの星,27,27.2,最下位,27.2,match
3090,Fondant Step,26,26.4,適正,26.4,match
3095,Connecting,27,27.4,適正,27.4,match
3100,紗痲,30,30.3,上位,30.5,avg
3105,東京サマーセッション,30,30.3,下位,30.3,match
3110,超ナイト・オブ・ナイツ,33,33.4,最下位,33.3,avg
3115,とうほう☆ワンダーランド,31,31.4,上位,31.5,avg
3120,チルノのパーフェクトさんすう学園,31,31.4,適正,31.4,match
3125,このふざけた素晴らしき世界は、僕の為にある,29,29.2,下位,29.2,match
3130,フィッシュアンドTips,30,30.3,上位,30.5,avg
3135,テトリス,29,29.1,下位,29.2,avg
3140,モニタリング,29,29.3,適正,29.4,avg
3145,8.32,28,28.2,最下位,28.2,match
3150,幸福刑,28,28.5,上位,28.6,avg
3155,天才ロック,30,,下位,30.3,B-only
3160,Surges,29,29.3,適正,29.4,avg
3165,庭師のおはなしによると,31,31.5,上位,31.6,avg
3170,光線歌,28,28.3,適正,28.4,avg
3175,ありのままのストーリーを,28,28.2,下位,28.2,match
3180,エクスプロウル,30,30.3,下位,30.3,match
3185,笑えたらえーやん！,30,30.1,最下位,30.1,match
3190,花弁、それにまつわる音声,29,29.2,最下位,29.2,match
3195,マリオネットダンサー,29,29.2,最上位,29.5,avg
3205,君が飛び降りるのならば,30,30.2,最上位,30.5,avg
3210,このまんまでいこう,28,28.4,適正,28.4,match
3215,About me,29,29.1,最下位,29.1,match
3220,生きる,27,27.2,最下位,27.2,match
3225,深海シティアンダーグラウンド,29,29.2,適正,29.4,avg
3230,透明なパレット,29,29.3,上位,29.5,avg
3235,SAN値直葬,33,33.0,最下位,33.0,match
3240,Life Will Change,31,31.6,適正,31.6,match
3245,サヨナラ天国また来て地獄,30,30.3,最下位,30.2,avg
3250,あの夏が飽和する。,28,28.4,下位,28.4,match
3255,ホワイトハッピー,30,30.2,最下位,30.2,match
3260,カレシのジュード,30,30.5,適正,30.5,match
3265,パメラ,30,30.3,下位,30.3,match
3270,ラストラス,28,28.2,最下位,28.2,match
3275,リリィララ,29,29.1,下位,29.2,avg
3280,ブラッドドール,30,30.5,上位,30.6,avg
3290,上弦の月,28,28.2,下位,28.2,match
3295,あなたの空が泣くのなら,25,25.1,適正,25.3,avg
3300,とびだせ！わんだぴょい,29,29.2,最下位,29.2,match
3305,卑怯戦隊うろたんだー,31,31.3,適正,31.4,avg
3310,告白,27,27.4,上位,27.5,avg
3315,ヴィーナス,30,30.1,最下位,30.1,match
3320,人マニア,30,30.1,上位,30.4,avg
3325,ロケットサイダー,31,31.3,適正,31.4,avg
3330,少女A,30,30.2,適正,30.4,avg
3335,㋰責任集合体,29,29.2,最下位,29.2,match
3340,ネクラチューンサーカス,34,34.7,上位,34.7,match
3345,げんてん,31,31.3,下位,31.3,match
3350,い〜やい〜やい〜や,27,27.5,上位,27.6,avg
3355,怪獣になりたい,35,35.5,下位,35.4,avg
3360,ハウトゥー世界征服,29,29.0,最下位,29.0,match
3385,アベリア,31,31.0,下位,31.2,avg
3390,金時計,28,28.5,上位,28.6,avg
3395,CRASH THE PARTY,29,29.1,最下位,29.1,match
3400,Who?,27,27.2,最下位,27.2,match
3405,星に一番近い場所,28,28.4,適正,28.4,match
3410,あなたしか見えないの,29,29.2,最下位,29.2,match
3415,カラフルファンデーション,29,29.2,下位,29.2,match
3420,ファイター,28,28.0,下位,28.2,avg
3425,電光刹歌,31,31.6,最上位,31.7,avg
3430,トレジャーガーデン,33,33.5,適正,33.5,match
3435,ジェットブラック,30,30.1,適正,30.3,avg
3440,ウィーアーピコピコハンマーズ!!!!,32,32.3,適正,32.4,avg
3445,最愛人生ランナー,31,31.4,適正,31.4,match
3450,惑星ループ,29,29.0,最下位,29.0,match
3455,0.0000034,34,34.5,上位,34.6,avg
3460,ぼかろころしあむ,30,30.4,最上位,30.6,avg
3465,erase or zero,29,29.1,最下位,29.1,match
3475,花結び,29,29.3,上位,29.5,avg
3480,ドリーム・キス,29,29.1,最下位,29.1,match
3485,Internet Junk Junkie,33,33.2,最下位,33.2,match
3490,鎖の少女-Re Alive-,29,29.3,下位,29.3,match
3495,Catch the Wave,27,27.3,適正,27.4,avg
3500,魔法少女とチョコレゐト,30,30.0,最下位,30.0,match
3510,ラムネ,29,29.0,最下位,29.0,match
3515,バイオレンストリガー,31,31.2,適正,31.4,avg
3520,黒塗り世界宛て書簡,31,31.1,最下位,31.1,match
3525,ラズベリー＊モンスター,30,30.2,適正,30.4,avg
3530,永遠甚だしい,30,,下位,30.3,B-only
3550,ヘッジホッグ,28,28.2,適正,28.4,avg
3555,ワンダーラスト,31,31.4,上位,31.5,avg
3560,比較症候群,30,30.2,下位,30.2,match
3565,Nyanyanyanyanyanyanya!,31,31.3,上位,31.5,avg
3570,フロイライン＝オジョウサマ,31,31.3,上位,31.5,avg
3575,魔法少女幸福論,31,31.2,最下位,31.2,match
3580,透過する温度,29,29.3,適正,29.4,avg
3585,Ribbon,27,27.4,適正,27.4,match
3590,幕を下ろそう、パレードへ,30,30.2,最下位,30.2,match
3595,SHIAWASE FOR YOU!,30,30.2,適正,30.4,avg
3600,アリア,29,29.2,最下位,29.2,match
3605,あいしていたのに,27,27.2,下位,27.2,match
3610,ダイダイダイダイダイキライ,30,30.3,最下位,30.2,avg
3615,ラヴィ,30,30.3,上位,30.5,avg
3620,ハオ,29,29.4,上位,29.5,avg
3630,アルカリレットウセイ,30,30.2,下位,30.2,match
3635,T氏の話を信じるな,30,30.4,上位,30.5,avg
3640,スターダストレイン,27,,適正,27.5,B-only
3660,天藍のアイスヘヴン,33,33.2,最下位,33.2,match
3665,いますぐ輪廻,30,,下位,30.3,B-only
3670,プロポーズ,29,29.3,適正,29.4,avg
3675,傀儡のうつつ,29,29.4,上位,29.5,avg
3685,導火愛,30,30.2,下位,30.2,match
3690,ストラタでまちあわせ,27,27.2,下位,27.2,match
3695,世界の歩き方,28,28.4,下位,28.4,match
3700,羽歌,28,28.3,上位,28.5,avg
3705,アイ・メイカー！,31,,適正,31.5,B-only
3710,旅に帰る,27,,適正,27.5,B-only
3715,ドリーマーズビート,28,28.5,最上位,28.7,avg
3720,CHAOS,33,,下位,33.3,B-only
3725,ANiMA,33,,適正,33.5,B-only
3730,Masquerade,30,,最下位,30.1,B-only
3735,SAIRAI,27,,適正,27.5,B-only
3740,Saika,28,,上位,28.7,B-only
3745,99 Glooms,31,,最下位,31.1,B-only
3750,ロスタイムメモリー,31,,上位,31.7,B-only
3755,アディショナルメモリー,31,,最下位,31.1,B-only
3760,アヤノの幸福理論,27,,下位,27.3,B-only
3765,空想フォレスト,29,,最下位,29.1,B-only
3770,光,29,,適正,29.5,B-only
3775,初音狂奏曲第01番「彗惺」,34,,最上位,34.9,B-only
3780,Gimme more!,28,,下位,28.3,B-only
3785,ひかりのあつめかた,30,,適正,30.5,B-only
3790,ラプス,29,,適正,29.5,B-only
3795,ハナタバ,28,,上位,28.7,B-only
3800,オールイン・ワン,30,,適正,30.5,B-only
3820,オツキミリサイタル,29,,下位,29.3,B-only
3825,レム,26,,上位,26.7,B-only
3940,アンチサイノウ,30,,適正,30.5,B-only
3945,天秤、指先で触れて,28,,適正,28.5,B-only
3950,ピッコーン！！,27,,最上位,27.9,B-only
3955,シティライツ,29,,,,none
3960,アストロノーツ,25,,適正,25.5,B-only
3970,デロスサントス,29,,下位,29.3,B-only
3975,一億年恋してる,31,,最上位,31.9,B-only
4179,君に贈る未来,30,,最下位,30.1,B-only
4185,空に免じて,26,,最下位,26.1,B-only
4191,正解,31,,,,none
